id,text,bio,label,lang
es_1130,"@USER Mala estrategia mezclar el #Orgullo2021 con la ley trans.
Ser hombre o mujer no es un sentimiento. Ni un deseo es un derecho.
Lamentable que la izquierda haya caido en la trampa de la religión queer.
#SexoNoEsGénero 
#LeyTransEsMisoginia 
#LeyTransEsPatriarcal","Ciudadana del mundo comprometida con una sociedad más justa y solidaria. La Tierra no me pertenece. Pienso en rojo, verde y violeta.",0,es
es_1509,"@USER @USER La ley trans no nos va a quitar derechos, les va a dar derechos a las personas trans que ya deberían tener. Si tanto te pica te lo revisas",She/her || Photographer II Cosplayer & Cosmaker || Obsessed with coffee and mixology,0,es
es_1681,"El camino a Stonewall te propone que levantes tu mirada.
#pride🌈 #lgtbq #orgullo #orgullogay #orgullolgbt #orgullo2020 #pride2020 #stonewall #lesbianas #gay #bisexuales #transgenero #queer",Espacio social y cultural de @USER en el barrio de Villa Crespo.,0,es
es_1415,"Es un gran comienzo frente al #TerrorismoQueer
La ley trans es anticonstitucional y el TC debe pronunciarse. También...¿Dónde está el Defensor del Pueblo? Estamos siendo despojadas de nuestros derechos y negando nuestra existencia. URL","Radfem
#PeakPodemos

MUJER: hembra humana♀️
Sevillista y antibética
           
Opositando a admón. Justicia",0,es
es_1574,"@USER @USER Estaría bien que las personas con estudios dejarais de usar la palabra ""queer"" como algo ofensivo y asociarla a movimientos que nada tienen que ver como la lucha por la ley Trans. Dejad de usar vuestra androfobia disfrazada de feminismo para que los demás podamos avanzar. Gracias","Gaymer, geek y rolero. 💃🏍💜
Twitch: URL",0,es
es_1373,"@USER @USER @USER @USER &gt; ""nadie piensa quitar ningún derecho a nadie""

Qué me decís de la gente en contra de la Ley Trans? Que solo dicen lo que ""está mal"" pero no proponen cambios para que ""esté bien"".","22yo
| 👤 eNBy (They/Them)
| 🏳‍🌈 LG(BTA)+ 🏳‍⚧
| 🎨 Artist (SFW ONLY)
| 🎮 Anime & Games
| 🖤 Taken 🖤
| #ActuallyAutistic",0,es
es_543,"En el @USER acaban de decir, delante de centenares de personas, que lo que más les gusta a las bolleras es comerse un coño.

Esa y centenares más son las razones por las cuales pedimos el boicot activo y sin contemplaciones de la empresa PRIDE

#Transfobia URL","Ja vam intentar formar part del col·lectiu LGBTI però la cisG es va apoderar de tot, ara és l'hora de la #FùriaTransAutònoma. Compte no mixte Trans/NB/Intersex",0,es
es_206,"@USER @USER Rebeca y pillaste el “si crees en algo tan lógico como que solo existen mujer y hombre…” ah? #transfobia #queerfobia son ellos los que no permiten “salirse del caminito”.
Da ira ese p*** comercial.","Mamá bogotana. Estudiante eterna. Música, Teatro, Filosofía, Terapia Gestalt, Meditación, Antropología. Sé leer, redactar y cuidar a la gente.",0,es
es_687,"@USER @USER Claro que no les den bloqueadores para que se suiciden como ekai
#carlaantonelli
#leytrans
#LeyTransEsMisoginia 
#Rocio1AnoDespues 
#lgtbi
#homofobia
#TRANSFOBIA URL URL","mujer Algemesí Valencia Telegram @USER
+34 622839269 +34 622 65 28 73 solo citas casuales  nada serio tetas 120 solo puedo en mi piso solita de 🔞",0,es
es_1842,"Aunque siento orgullo de mi identidad cada día, no pienso dejar de reivindicarlo en fechas como esta. ¡Feliz día del #Orgullo ! #queerandproud #LoveIsLove #LGTBIQ URL","No monógama, bisexual, promiscua y de pueblo 💜 Me gusta hablar de amor, sexo y feminismo, pero sobre todo practicarlo 🌈 Sin interdependencia no somos nada",0,es
es_1357,"@USER A sus familias,a las víctimas y exposición a los 🐷, van 15 años de trabajo luchando contra la pedofilia y contra el SAP. Nuestros ideales llevan claros 15 años, operación contra la ley trans y los queer...¿sigo? No vengas a dar lecciones estando a favor del SAP por favor❤🖤 URL",,0,es
es_1475,"@USER @USER @USER Aprobar una #ley trans ( nada que ver con #derechos transexuales) promovida por un imperio corporativo #queer 🛕💰🌎 de espaldas a quienes representan a millones de #Mujeres #feministas que están totalmente en contra es antidemocrático. 
Soledad, no te dejes señalar ni achuchar.","Experta, Data fan, la alegría de la huerta",0,es
es_849,"Cuántos años dices que hemos retrocedido en el tiempo?? 🤦🏽‍♀️🤬
#StopLGTBIfobia #Maricasentubarrioyentodos #Fuerafachasdenuestrosbarrios #Orgullo #OrgulloLGTBI URL","Que culpa tengo yo de tener la sangre roja y el corazón a la izquierda 🏳️‍🌈
DJ 🎚️💜
#Feminismo
#MarketingDigital 
#MusicIsTheAnswer #SoniaMiniDJ",0,es
es_496,"Otro dia del  #OrgulloLGTBI teniendo que venir a trabajar. Debería ser festivo para lxs marik0nes, bollis, bisex, trans, etc así por lo menos lxs heterxs que se ofendan lo harían con razón.","¿Y si nada fuera de nadie?
ℍ𝕚𝕤𝕥𝕠𝕣𝕚𝕒 𝕕𝕖𝕝 𝔸𝕣𝕥𝕖 ᴜɴᴇᴅ
ℙ𝕦𝕓𝕝𝕚𝕔𝕚𝕕𝕒𝕕 𝕪 ℝℝℙℙ ᴜᴄᴍ",1,es
es_1550,"La que se está liando con la Ley Trans de Montero, entre feministas radicales y queer, me recuerda a la lucha entre estalinistas y troskistas. Todos bolcheviques...",Profesor de historia y oratoria. Estudiante de Derecho. Comprometido con la educación y la sociedad civil.,0,es
es_312,"@USER @USER Disculpeme, la cosa ya va por un mes, con vistas a un trimestre dentro de nada. Vamos a terminar de @USER #LGTBIQ #mariconadas y banderitas hasta las mismisimas pelotas. O quiza esa es la intencion, para poder seguir quejandose, lloriqueando y poniendo el cazo al #Gobierno","La libertad es el derecho a decirle a la gente lo que no quieren escuchar y en un tiempo de engaño universal, decir la verdad es un acto revolucionario",0,es
es_1727,"A propósito del día del #OrgulloLGTBI , recomendamos esta entrevista a @USER: ""Nada es más 'queer' que la naturaleza""
❤️🧡💛💚💙💜
URL","Conectamos las voces de Latinoamérica
Investigación + Podcast + Documentales
🌎💧🌳🍃🌨🔥🏔🔋📡🍎🦋",0,es
es_2078,"Usar la ""teoría queer"" para atacar y cuestionar la lucha #LGTB y las alianzas tejidas durante años es #Reaccionario además de demostrar una falta de visión política sin precedentes en los últimos tiempos.

-&gt; También somos clase obrera 

#FelizMartes URL",Lvl 35 - Valencià - Sociología i Polítiques a U.V. - Animador Juvenil - Horta Sud - Secretario de Círculos y Participación @USER - ¿Quieres participar? MD.,0,es
es_150,"Ideal, magnífico #pride #lgtb #orgullo #loveislove #gay #lgtbi #lgbt #trans #lgbtq #comunidadlgbt #love #transexuales #amor #couple #couplegoals #drag #gayhot #fondos #homosexuality #igualdad #queer #diversidad #lesbian #lgtbiq URL",La gratitud convierte lo que tenemos en suficiente. Es la señal de las almas nobles.,0,es
es_706,"El orgullo de la comunidad queer y negra 

➡️ URL

#LGTBI #Sudafrica #ZaneleMuholi #IVAM #Valencia URL",Entendemos las letras de Rosalía a la primera · El diario cultural de Valencia Plaza.,0,es
es_966,"Rompió la nariz a uno y dejó aturdido a otro de un golpe en la cara al grito de «en España los hombres no hacen eso, maricones de mierda.  AGRESION HOMOFOBA EN VALENCIA! 😱

#NosEstanMatando #justiciaparasamuel #StopHomofobia #lgtbiq URL",.,0,es
es_1828,"Queer y periódico reminder de lo maravilloso que era el itinerario LGTBQ que se hizo en el Prado hace unos años con motivo del #OrgulloLGTBI Ojalá se hubiese quedado. Aquí algunas obras explicadas. (El rayo de luz en el carcaj fálico es intencionado, sí). #Orgullo2020 URL",Madrileño medio catalán. Estudiante de Historia del Arte. Autor y vecino. Libros: Los días; Los juguetes que tuvimos.,0,es
es_1433,"🏳️‍🌈 ¡¡Este NO es el @USER que queremos ni deseamos!! 😢 Brutal agresión homófoba en el @USER al grito de “maricón”.

#homofobia #LGTBI @USER @USER 

URL","#Talent Media Manager
#Personas #Talento #Diversidad
Docente en @USER 
Escribo en @USER 
#LGTBI 🌈+ #Discapacidad ♿",0,es
es_1312,"La reapropiación de términos discriminatorios como ""joto"" ""lencha"" o ""queer"" se han convertido en un símbolo de lucha dentro de la comunidad LGBTTTIQA+ y han pasado a ser usados con dignidad y fuerza. 🏳️‍🌈

#Pride2021 #PRIDE #OrgulloLGTBI 

URL","Somos un laboratorio de conocimientos. Integramos el análisis de tendencias locales, investigación y branding💡Nos identificamos como investigadores activistas.",1,es
es_1166,"Y un itinerario con ficción y no ficción queer para leer en @USER.

🟢Itinerario Queer en la editorial Anagrama
🔗URL

#LeyendoConOrgullo #Orgullo2021 #DiaDelOrgullo #LGTBIQ #AnagramaEsQueer","Luces, librería general e independiente. En Alameda Principal 37 (29001 Málaga, España). Horario lunes y de miércoles a sábado: 9:30-20:30 / martes: 10:00-20:30",0,es
es_1322,"""Una joya"" y ""una de las series imprescindibles del año"".
Cómo nos alegramos de que #MaricónPerdidoTNT esté triunfando en @USER.
Tras su estreno en @USER el 18/6, la podréis ver en TCM el lunes 28, coincidiendo con el #DiaDelOrgullo URL","Simplemente, el mejor cine de todos los tiempos. Disfruta de nuestro canal en los principales operadores de televisión de pago.",0,es
es_1637,"ACCIUMRed: (*) Charlotte Cooper, escritora británica queer, defensora de los derechos de personas gordas y #LGTBIQ+. (*) Materialismo [histórico] es la teoría que entiende que los cambios sociopolíticos están provocados por las relaciones y fuerzas de producción. ⇣ (a, 7-15).","Te enseñamos lectura fácil y #accesibilidad digital. Por el derecho a ser, estar. Entender y defender la Justicia de la Discapacidad.",0,es
es_624,"La diversidad y el #OrgulloLGTBI está en las calles, en las travas que siguen sin poder ir a un médico, en las maricas pobres discriminadas hasta dentro de su propio colectivo por gays con cabeza de clase media. En los cuerpos gordos y asexuados por la sociedad.","seminarios de ahrte y vida:
cómo ser feliz - famoso y miSHOnario.",1,es
es_1718,"Les dejo acá , una crónica sobre el #pride con la inspiración de Lemebel ! #chile #orgullogay #orgullogaychile #chilenos #maricueca #maricon #homosexual #PrimeraLinea #lucha #apruebo  URL","Joven profesional,que busca una sociedad más justa,🏳️‍🌈 ,Orgulloso de ser PINTANINO, BLOQUEANDO BOTS PATRIOTAS💅🏼",0,es
es_1761,"¡Todos somos diversidad!

🏳️‍🌈 #pride #pridemonth #trans #nonbinary #lgbt #lgbtq #queer #lgbtqia #pride2020 #lgbtpride #diversidad #orgullo #diadelorgullo #happypride 🏳‍⚧ URL","Derechos y Salud en Sexualidad y Reproducción. Servicios médicos, educativos y psicológicos 💙 Info@USER.org.ve",0,es
es_1162,"Bueno, todavía no lo he dicho pero FELIZ ORGULLO QUEER🏳‍🌈!!!!! 

Os quiero muchísimo y sois muy válides❤🧡💛💚💙💜

#Pride2021 #pride #PrideMonth #Orgullo2021 #Orgullo #OrgulloLGTBI","𝓕𝓮𝓶𝓲𝓷𝓲𝓼𝓽♀️•𝕃𝔾(𝔹)𝕋𝕀(𝔸𝕣𝕣𝕠)🏳‍🌈•Ⓐɴᴀʀᴋɪsᴛᴀ✊🏼🏴•𝕸𝖊𝖙𝖆𝖑𝖍𝖊𝖆𝖉-𝖕𝖚𝖓𝖐🤘🏼•🥊•ℌ𝔬𝔯𝔫𝔶 𝔴𝔦𝔱𝔠𝔥🌿🔮🕯•𝐁𝐢𝐤𝐞𝐫•🆂🅸🅼🆂
;
#Soyautista∞",0,es
es_708,"""Nos convertimos en lo que pensamos.""
.
.
.
.
#tuyyosomoscocut #cocutlgbti #cocut #lgbt #lgbtlove #love #amoresamor #loveislove #lesbian #gay #bisexual #trans #queer #instalgbt #instagay #gaymexico #gaytijuana #mexico #bajacalifornia #tijuana #tijuanapride #pride #orgullogay URL","ONG dedicada a apoyar y ayudar a la Comunidad Lesbico Gay en Tijuana México y toda la Región de B.C. México Tijuana, B.C. Mexico.",0,es
es_917,"@USER Mira, tuve si te contase la charla que le di al del sindicato en el orgullo que vino a hablarme sobre la ley trans y de que mucha gente se suicidaba y que había muchos asesinatos y tal","Dios no es nadie comparado con Zornoza, él al séptimo día descansó, ella no lo necesita",0,es
es_1839,"Cuando lees los comentarios de este tweet entiendes por qué la palabra ""maricón"" sigue siendo el insulto que más se escucha en un campo de fútbol. Lo oigo SIEMPRE que voy a un campo. Luego que si no hace falta un día del #OrgulloLGTBI 😒   URL","🍏 Cantabria y mucho más 💢🇵🇱🇸🇲 
❤💛💜 #RacingSantander 💚🐞",0,es
es_1879,"#DramaQueers Somos una banda, y tocamos temas de la Diversidad Sexual y ser humanos. Nos gusta desafiar la homofobia y transfobia 🏳️‍🌈
.
.
.
#YoCelebro #DíaDelOrgullo
 #MesDelOrgullo #PrideMonth #TodesSomosDiversidad #Diversidarks #Pride2020","Variopinto 69, es una serie radiofónica sobre la comunidad LGBTTTIQA, no somos objetos de estudio, somos personas.🏳️‍🌈",0,es
es_603,"¿Para cuándo una carrerita de atletismo el finde del #OrgulloLGTBI ?  🏃🏼‍♀️🏃🏾🤸🏼🏃🏻‍♂️

Se podría llamar “Clásica 10 Queerlómetros”🏳️‍🌈

🫧","Estratega de comunicación. Premio Nacional de Periodismo 2009. Sígame si quiere, pero no sé para dónde voy.",0,es
es_103,"@USER @USER A una biología, como tener ojos, nariz, brazos y piernas.
Otra cosa es el género, que es una atribución social.
Las feministas llevamos 300 años luchando para eliminar el género del sexo y eso se lo han cargado con la ley trans/queer.","Psicóloga, feminista, republicana, defensora de los derechos humanos y que intenta ser buena persona",0,es
es_1181,"¡Feliz #orgullo a todes! Amad como queráis y a quien queráis, ¡pero amad! 💙

Feliç #orgull a totes! Estimeu com vulgueu i a qui vulgueu, però estimeu! 💙

#LGTBI #queer #Orgullo2021 #Orgull2021 #LGTBIQ","Periodista. Barceloní. Vaig fer d'Amsterdam i Lisboa casa meva. De petit volia ser arqueòleg; ara, també. Sapere aude. O Courel 🏔 🌰",0,es
es_585,"@USER Y no habrá maricas en la plaza... Ojú. Si los sacan en hombros a todos por la puerta grande se quedan sin público en la plaza. Ojo, lo dice un gay. Siempre luchando por los derechos #lgtb #stopfanatismo #stophomofobia","Florista profesional, Concejal de Educación Igualdad y Mujer 🏳️‍🌈 del Ayunt. de Estepa. Cristiano progre y guasón. ¿Algo más?",0,es
es_1830,Bien @USER por hablar de la tercera edad queer y la @USER y su trabajo: la primera residencia para mayores #LGTBI de España 🏳️‍🌈 #Orgullo2020 URL,Cocino #LasRutasDAmbrosio en @USER (y nunca sé qué más poner aquí 🤷🏽‍♂️),0,es
es_1106,"Hoy para festejar el día del #OrgulloLGTBI escribí sobre: New queer cinema.📽️🏳️‍🌈
Este movimiento cinematográfico de los 90 que hablaba sobre la diversidad de las sexualidades y sus problemáticas.
Abro hilo 👇
URL","Realizadora audiovisual y Fotógrafa 🎞 📷   
💜 Escribo notas feministas, queer, terror y punk.
Tambien armo listas en letterboxd.
📍 Varelense en Berlín",0,es
es_291,"Es necesario que, con los impuestos de todos los españoles tenga, que salir a las 19h de la tarde en @USER un señor vestido de vinilo, con un bozal de perro y atado del cuello?!? #OrgulloMadrid2022 #OrgulloRTVE #OrgulloLGTBI #maricones #maricas",Drunk...,0,es
es_998,"@USER Si, después del #Orgullo por si las moscas! Si se ponen a tiro, si hay que dar alguna paliza, si tenemos a algún poli de nuestra parte (hemos tenido suerte este año), alguna marica ha caído.
#DepSamuel #SiempreEnLucha #OrgulloLGTBI #GayPower","Mi hermana falleció por COVID-19, era discapacitada, no pudieron ayudarla 😇❤️😘
URL
URL",0,es
es_2076,@USER @USER Es q no tengo ningún tipo d transfobia. Entiendo perfectamente todo el sufrimiento de las mujeres y los hombres trans. Y el de las mujeres está agravado por el género femenino. Xq el género es opresión. Y la ley trans y el movimiento queer lo ensalzan. Por eso soy transfoba?,"FEMINISTA RADICAL. Abolicionista 💜🤍💚  Madrileña de nacimiento, hija, nieta y bisnieta de trabajadores castellanos.",0,es
es_825,"¡¡¡ORGULLOSO!!! 🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈🌈
#orgullogay 
#orgullogaymadrid 
#marica 
#gaymadrid 
#gayespaña 
#gay 
#nuncacobarde 
#cobarde en Mundo Gay URL",Psicopedagogo,1,es
es_1517,"Villano Antillano es una rapera #queer y #trans de Puerto Rico que apuesta por la visibilidad no binaria, y en esta entrevista revela cómo utiliza su música como arma contra la #LGTBIfobia y muestra de orgullo de su comunidad #LGTBIQ. @USER URL","Líderes en información, ocio, moda y estilo de vida para el colectivo LGTBIQ+ || #Shangay #Voyager ||",0,es
es_438,"🏳️‍🌈 #OrgulloLGTBI   |  El orgullo de la comunidad queer y negra 

➡️URL URL",Entendemos las letras de Rosalía a la primera · El diario cultural de Valencia Plaza.,0,es
es_821,Viva Chueca!  #gay #gaylife #gaygay #gaypride #gayespaña #queer #gaymadrid #madridgay #instagay #lgtbq #scruff #recon #wapo #orgullogay #orgullogaymadrid #love URL,"🏳️‍🌈🇪🇸 Sumisete… cerdote, morboso, vicioso, me encanta que me sorprendan… ME SORPRENDES?? 💥💥cansado de siempre lo mismo!",0,es
es_945,Camiseta URL via @USER #gay #yomaricon #StopHomofobia #yomarimacho #YoMarchoTrans #LGTBIQ #LGTBIfobia #LGTBI #DiversityandInclusion #Diversity #Orgullo2021 #orgulholgbt #Diversity,"Moda LGTBIQ+ .  Ropa, calzado complementos y accesorios 💪🇺🇦❤️💜🏳️‍🌈🏳️‍⚧️🇪🇸🇺🇸🇺🇾🇦🇷🇧🇷🇨🇦🇬🇧",0,es
es_315,"He engordado 6 kilos. Si, lo reconozco. Me los veo. Y durante casi 2 semanas no paro de culparme por ello. Hoy me cansé. Soy como soy. Ya adelgazaré si quiero.
Que jodido es ser gorda y maricona. Mucho. Puta culpa y #Gordofobia interna y externa

#OrgulloLGTBI","Novio de croquetas, rey de salmorejo, y amante de pasteles de Nata 
Dicen que me gusta Eurovisión sin ser nada de eso yo.",0,es
es_1668,"📺 Conocida por su faceta como actriz en series como #AnatomíaDeGrey o #MadamSecretary. @USER es también una luchadora incansable de los derechos #LGTBIQ+ ¡Gracias por tu BIsibilidad, Sara! #QueerMedia #TodoMejora URL",Somos parte de la red 🌎 @USER. Enviamos un mensaje de esperanza para que jóvenes y adolescentes LGTBIQ+ sepan que no están soles. ¡Ayúdanos a ayudar!,0,es
es_1875,"Estaba viendo la última temporada de la vida real y me han saltado algunos errores DE DERECHOS HUMANOS ⚠️🌈🖤 

#pride2020 #orgullo #lgtb #queer #humanrights URL","Diseñador & Desarrollador Web en @USER 🔸 Comida, series, música y gilipolleces 🔸 L(G)TB 🏳️‍🌈 🔸 @USER 🔑",0,es
es_1822,"Esta noche en el just chatting de hoy, vamos a hablar de personajes y relaciones lgbt+ o queers de los videojuegos #Orgullo2020 #Orgullo #OrgulloLGTBI #StreamingconOrgullo 
Os vemos a la noche! 
URL",👾 🎮 🏳️‍🌈 Queer Pirata 🏴‍☠️ Capitana de la Taciturna Nómada y Streamer en Twitch,0,es
es_1762,"Junt@USER podemos hacer la diferencia, los derechos son para todos y todas 

🏳️‍🌈 #pride #pridemonth #trans #nonbinary #lgbt #lgbtq #queer #lgbtqia #pride2020 #lgbtpride #diversidad #orgullo #diadelorgullo #happypride 🏳‍⚧ URL","Derechos y Salud en Sexualidad y Reproducción. Servicios médicos, educativos y psicológicos 💙 Info@USER.org.ve",0,es
es_1110,"¡La cultura es tan diversa como la sexualidad!

#LGBTIQ #DiaDelOrgullo #gay #diversidadsexual #DDHH #DiversityandInclusion #queer #DerechosLGTBI #diversidad URL",Agencia especializada en difusión y gestión de proyectos culturales y académicos. También en festivales y actividades virtuales.,0,es
es_209,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Seguro que habrá más ocasiones, porque esta lucha por el tirar la ley Trans no va a ser corta, desgraciadamente.","Psicólogo. Sexología/RRHH. DEA Psi. Social y Metodología.
Será la edad, pero me caen peor los gilipollas que los fachas. Ciencia y datos.
En URL",0,es
es_900,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Este mismo personaje debe entender que la ley debe respetarse y que las personas #LGBTQ no somos su costal para expiar sus culpas , ni su burla . Discriminar por #transfobia es un delito y por ello 5 …","Acciones LGBT en Mexico, incidiendo para lograr Derechos de Igualdad y no discriminación para responder ante la pandemia de VIH URL",0,es
es_1403,"#Deporte Todo nuestro apoyo al waterpolista @USER que sufrió un ataque #homófobo durante un partido. 🤬

El contrincante se dirigió en dos ocasiones a Víctor con la palabra «maricón». 

#LGTB #homofobia #waterpolo #víctorgutiérrez 

URL URL","Toda la Actualidad #Cultura #Ocio y #Turismo #LGTB+ 🏳️‍🌈 Educación, Igualdad, Música, Cine, Televisión, Literatura, Salud Sexual, Agenda, Guía y más",0,es
es_1823,"Feliz día del orgullo, maricones.
#Pride #OrgulloLGTBI",Nací el 31/05/2001 porque mis padres estuvieron dandole al tema 8 meses atrás.             カラス             ✍             Write your dreams.,1,es
es_1728,"@USER Claramente dijo q los padres de la comunidad #LGTBI no nos sentimos orgullosos de ellos sino q simplemente los aceptamos, no sólo habló, lo aseguró y se refirió a ellos como maricones.
A mí me no me cabe ninguna duda cuál fue su intención lo cual es muy penoso dado q ni madre es.","Espera quieta y tranquila un viento a favor para emprender el vuelo...
Tuiteo desde mi burbuja.",0,es
es_1422,"@USER @USER @USER Transexual no es Transgénero y este borrador de mal llamada ley trans, está hecho para los Transgénero y para introducir la doctrina Queer por Ley.
Y por cierto,  qué derechos no tienen reconocidos las personas transexuales.","Hembra adulta de la especie humana.♀️ Ni CIS ni ZAS, Socialista/Feminista/Abolicionista y adivina... 🏳️‍🌈 exacto.#SexoNoEsGénero 💚🤍💜",0,es
es_392,Que viva la lucha transmaribibollera 💙 #OrgulloLGTBI #OrgulloCrítico URL,¿Dormir? ¿Eso se come? Escritora. Editora patrona en @USER. 🌈 LG(B)T+ ♀ she/her,1,es
es_356,"Pa terminar el día del orgullo LGBT+  me fui por una galleta del orgullo y una mariconcha a la panificadora bahía
#OrgulloLGTBI URL","36 |  100% biodegradable 🍃, biólogo🌵🐺, manejador de ecosistemas 🏜️, doctorante, biogeografo 🌎, aikidoka 🥋 y desintegrado🛸 | 🏳️‍🌈🚴‍♂️🎮| el/he/him",0,es
es_1323,"🤘🏳️‍🌈🤘 Este mes #LGTBIQ+, en #BangBang por #RadioFabra de @USER alzamos la voz y decimos: God Save The Queer ! 🔥 Escúchalo en &gt;&gt; URL

#LGTBIQ #Pride #Queer",Technical SEO Specialist + Mindware Developer + Podcaster for #BangBang at #RadioFabra by @USER,0,es
es_1333,"Danilo: eres maricón?

- Lo que se ve no se pregunta.

Pd: Gracias @USER  por darnos una de las mejores formas para responder con orgullo.

Feliz inicio del mes del #OrgulloLGTBI",Activista Social por la Diversidad 🏳️‍🌈 desde Ecuador y para el mundo 🌎 Director de @USER SOCIAL,1,es
es_1790,"Es invitación a comerse una hamburguesa gay conmigo.

#loveislove #pride2020 #gay #gaycolombia #colombiagay #OrgulloGay #Orgullo #DiversidadSexual #LGBT #LGBTI #LGBTIQ #Pride #Lesbiana #Bisexual #Transexual #Transgenero #Queer #Pansexual #Intersexual #Amor #AmorEsAmor URL URL","¿En serio tengo que explicar que soy un personaje y esto es solo humor y sarcasmo?
Living my Hanna Montana Fantasy.
Lesbiana machorra.
Ella/Elle/Él🦚
Feto Drag.",0,es
es_974,"""Maricon no debería ser lo último que escuchas antes de morir""
#justiciaparasamuel #gaylove #gay #trans #OrgulloLGTBI URL","Todos somos iguales.
Todos somos diferentes.",0,es
es_1389,"@USER @USER @USER Juuaaaaaaasssssssssssss
Tú estás loca por una bulla maricona. Te gusta tocartela con la mano de otro reconócelo que no pasa nada. 😭😭😭😭😭😭😭😭#OrgulloGay",06/07/14 𝗛𝗘𝗫𝗔𝗖𝗔𝗠𝗣𝗘𝟲𝗡 15/16/20 🅼🅾🅽🅲🅷🅸 🆄🅽🅾 🅳🅸 🅽🅾🅸 ||Oᴼ°TRiANA°ᴼO||,0,es
es_181,"@USER El 87,3% de los españoles apoyan los derechos de la comunidad LGBT, no la ley trans ni la ideologia Queer! De nada",Libre,0,es
es_112,"@USER ¿Derecho a la libertad de expresión? Quien discrepe de la teoría queer, 'ley trans', puede ser multada hasta com 150000 a partir del jueves. -José Errasti-.","-Y usted para veranear, ¿qué prefiere, monte o playa?  
-Yo, charcutería, siempre charcutería. (Tip)

Jone Aguirrebarrena.",0,es
es_471,"It's finally #GayPride! 🏳‍🌈 Enjoy this very special day full of love! 💞

El #slang de hoy no podía ser otro que 🚨Gaydar🚨, ese superpoder único del entorno 'queer' 🦸‍♀️

▪ Beep-beep! My gaydar is calling! 

#orgullogay #pride #loveislove #pridemonth #díadelorgullogay URL","💂‍♀️Clases de inglés 1to1 con teachers nativos
🚀 Prueba gratis y aprovecha las ofertas Black Friday",0,es
es_400,"- Soy el vértice de una relación trans en la cual tengo identidad queer y a su vez estoy comenzando una relación monógama de no fluidos con una persona bisexual.

-  Pero sales o entras que quiero aparcar.

#LGTBI 
#LGTBIQ 
#Pride2022 
#Orgullo",Fulano Griego reinventando el yogur.,0,es
es_380,Cómo que en la empresa están de celebración del  #OrgulloLGTBI porque se están haciendo los maricas con la prima. 🤭,Apasionado por los libros📚 y el trabajo social. Mis opiniones casi nunca coinciden con la mayoría. #ErotismoEnLetras 🚴‍ ⚽ 🇮🇩,0,es
es_914,"@USER @USER Tu #odio 
Jamás vencerá al amor
#lgtbifobia 
#transfobia","mujer Algemesí Valencia Telegram @USER
+34 622839269 +34 622 65 28 73 solo citas casuales  nada serio tetas 120 solo puedo en mi piso solita de 🔞",0,es
es_1493,"Las que criticamos la ley trans hemos estado en primera línea luchando por esas cuestiones. Aunque mira, con el matrimonio homosexual también se hizo una crítica desde precisamente lo queer o desde otros sectores lejanos a la derecha y nadie les llamo homófobos. URL","Feminista radical, ecologista y defensora de la renta básica Universal. Virginia Woolf: “Uno no puede pensar bien, amar bien, dormir bien, si no ha comido bien”",0,es
es_1421,"🎉Felicidades a @USER por ser el ganador de los #PogMx en la categoría #PogCampaña 🥇🏳️‍🌈 #OrgulloGay 💖
#PrismaQueer #PremiosDelOrgulloGay #ActividadSocialCampaña URL",Iniciativa que reconoce a nuestra comunidad y ambiente #LGBTTTIQ+ 🏳️‍🌈🏳️‍⚧️,0,es
es_434,"¡Feliz 28J! ❤️🧡💛💚💙💜💗

por la libertad y la lucha de lo queer, lo diverso y los colores dentro de un mundo teñido de sepia rancio.

Para que siempre podamos ser quienes queramos ser. ✊🏼🌈

#OrgulloLGTBI  #Pride2022",it’s a fucking snickers bar. // 👑💜,0,es
es_259,"Acompañame en esta triste historia de #homofobia y agresiones contra el colectivo #LGTBIQ 
Pues si, los maricones nos ayudamos pero ti no va a haber quien te ayude cariño. URL","Abogado, empresario, MARICON  y animalista.
A veces no me importa ni mi opinion, asi que imaginate la tuya.
estoy aqui para desahogarme y decir cocreta.",0,es
es_763,"Si! me sale del Gremio de la #Construcción porq no iba a tolerar la PUTA #MARICA #TRANSFOBIA Q TIENEN LOS ING. ARQ. Y OBREROS/OPERADORES como las Constructoras de Ing. Mensulas y Conconcreto de #Medellin q me echaron y Discriminaron por ser un HombreTrans y no Mujer, BASTARDOS🖕 URL","#Mercenario_Informatico🌐
I am a Developer and I am currently learning #Architecture #SoftwareEngineer
Remote= 🇨🇴🇲🇽🇬🇧🇺🇸🇭🇳🇨🇦🇦🇺🇪🇺 🇯🇵🇳🇮",0,es
es_1712,"Amor sin etiquetas ❤️
.
.
.
.
.
.

#orgullo #pride #lgbtq #diadelorgullo #loveislove #pride🌈 #gay #lesbiana #trans #bisexual #queer #argentina #chile #españa #uruguay #gayespaña #gaymadrid #gayargentina #gayuruguay… URL",Agencia de Comunicación y Relaciones Públicas. 🇦🇷 🇺🇾,0,es
